Company,TypeName,Inches,Ram,OpSys,Weight(kg),Price_euros,Cpu_brand,Cpu_type,Cpu_speed,Memory_capacity,Memory_type,Screen,Screen_touch,Screen_type
Dell,Notebook,15.6,6GB,Windows 10,2.3,459.0,Intel,i3,2.4,1000.0,HDD,1366x768,0,NaN
Acer,Notebook,15.6,4GB,Linux,2.4,289.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,2GB,Windows 10,2.2,379.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,2.6,899.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,IPS Panel
HP,Notebook,15.6,6GB,Windows 10,2.04,549.99,AMD,A9,2.9,1000.0,Hybrid,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Linux,2.3,805.99,Intel,i7,2.7,1000.0,HDD,1366x768,0,NaN
HP,Netbook,11.6,2GB,Windows 10,1.17,209.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.2,720.32,Intel,i7,2.5,500.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,4GB,Windows 10,1.8,638.0,Intel,i7,2.5,128.0,SSD,1920x1080,1,IPS Panel
Lenovo,2 in 1 Convertible,13.3,16GB,Windows 10,1.3,1499.0,Intel,i7,2.5,512.0,SSD,3200x1800,1,IPS Panel
Lenovo,Notebook,14.0,2GB,Windows 10,1.5,229.0,Intel,Dual,1.6,64.0,Flash,1366x768,0,NaN
HP,Notebook,15.6,6GB,Windows 10,2.19,764.0,Intel,i7,2.5,1000.0,HDD,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.2,369.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
